batalla,winrate_vs_heuristics,epsilon
126600,48.0,0.009994107583211972
126800,36.0,0.009994107583211972
127000,50.0,0.009994107583211972
127200,34.0,0.009994107583211972
127400,52.0,0.009994107583211972
127600,62.0,0.009994107583211972
127800,50.0,0.009994107583211972
128000,42.0,0.009994107583211972
128200,50.0,0.009994107583211972
128400,48.0,0.009994107583211972
128600,50.0,0.009994107583211972
128800,42.0,0.009994107583211972
129000,42.0,0.009994107583211972
129200,52.0,0.009994107583211972
129400,46.0,0.009994107583211972
129600,48.0,0.009994107583211972
129800,40.0,0.009994107583211972
130000,56.00000000000001,0.009994107583211972
130200,46.0,0.009994107583211972
130400,42.0,0.009994107583211972
130600,42.0,0.009994107583211972
130800,42.0,0.009994107583211972
131000,50.0,0.009994107583211972
131200,32.0,0.009994107583211972
131400,36.0,0.009994107583211972
131600,52.0,0.009994107583211972
131800,46.0,0.009994107583211972
132000,50.0,0.009994107583211972
132200,52.0,0.009994107583211972
132400,64.0,0.009994107583211972
132600,48.0,0.009994107583211972
132800,48.0,0.009994107583211972
133000,50.0,0.009994107583211972
